entry,exit,entry_price,exit_price,qty,pnl,symbol
2022-10-04 00:00:00,2023-02-07 00:00:00,142.44460730518065,148.05192602835945,70.20272784757296,393.64907027792106,AAPL
2023-08-09 00:00:00,2023-11-27 00:00:00,178.45859660740607,187.7003936055269,58.24123504200292,538.2536711780322,AAPL
2024-01-09 00:00:00,2024-05-23 00:00:00,181.95236416695676,189.24518018665634,60.08112503240136,438.16059111787035,AAPL
2025-01-23 00:00:00,2025-08-19 00:00:00,223.4249297816122,230.51221740568232,50.889859711212836,360.67107292194305,AAPL
2026-01-14 00:00:00,2026-06-02 00:00:00,259.13828004042716,307.3062614593506,45.268242127970055,2180.4798456873887,AAPL
2022-01-27 00:00:00,2023-03-21 00:00:00,291.69613167026574,267.80664364710043,34.28225099434652,-818.9854245365896,MSFT
2024-08-09 00:00:00,2024-12-19 00:00:00,397.97748240854315,436.22427355431734,23.069180999639208,882.3221475972641,MSFT
2025-04-10 00:00:00,2025-05-27 00:00:00,378.52703961340995,452.63630598660075,26.585516145262357,1970.2330976780122,MSFT
2025-11-25 00:00:00,2026-04-21 00:00:00,472.2041607994647,419.1221091980047,25.483828436338353,-1352.7338960604666,MSFT
2026-06-29 00:00:00,2026-07-10 00:00:00,377.68874999999997,384.9074561004639,28.27946536580245,204.14114915397658,MSFT
2022-05-16 00:00:00,2022-08-08 00:00:00,255.84786122131345,294.8525,39.085728339740946,1524.524715293468,TSLA
2022-10-18 00:00:00,2023-01-31 00:00:00,229.61475,164.48772232055666,50.190698617111785,-3268.771018087238,TSLA
2023-04-28 00:00:00,2023-06-26 00:00:00,160.9804438934326,249.94497232055664,51.28420258718788,4562.474898930264,TSLA
2023-08-22 00:00:00,2024-07-12 00:00:00,240.37012499999997,235.68210305023194,53.32704551423142,-249.99835988699488,TSLA
2025-03-03 00:00:00,2025-05-20 00:00:00,300.49016633605953,347.69606011962895,41.825762185487136,1974.4224871449405,TSLA
2022-01-31 00:00:00,2022-11-17 00:00:00,23.12054991885105,15.668310808500884,432.5156639914791,-3223.2101470363723,NVDA
2025-04-08 00:00:00,2025-05-22 00:00:00,103.71655454316466,131.9789151502394,65.3395196438315,1846.6490660670097,NVDA
2021-10-06 00:00:00,2022-08-08 00:00:00,160.75683666229247,141.97897805023194,62.205752536717,-1168.0908259912976,AMZN
2022-11-11 00:00:00,2023-02-06 00:00:00,97.92893725204468,102.8785353050232,90.18691943197106,446.38900082461623,AMZN
2024-08-09 00:00:00,2024-11-11 00:00:00,166.4831938934326,208.39575000000002,55.7311399297904,2335.8345291903006,AMZN
2025-03-03 00:00:00,2025-11-05 00:00:00,213.45668110656737,248.90548377990723,54.40978770875441,1928.761827985947,AMZN
2026-02-19 00:00:00,2026-05-12 00:00:00,203.9019030532837,266.5766364593506,66.4186764773379,4162.772841400958,AMZN
2021-09-24 00:00:00,2023-01-18 00:00:00,340.4221892421448,134.56043739075022,29.375288438929953,-6047.248339178137,META
2024-05-02 00:00:00,2024-07-09 00:00:00,435.6991320012412,529.925718916983,9.072204579949915,854.8428733700412,META
2025-04-10 00:00:00,2025-05-16 00:00:00,573.4555608178796,635.0693467774723,8.383552035549481,516.5423806994531,META
2025-11-11 00:00:00,2026-02-02 00:00:00,626.6841510944192,712.9708547101766,8.49572612550273,733.068202191901,META
2026-04-01 00:00:00,2026-07-10 00:00:00,579.8826520493607,668.87541696167,10.445570488574743,929.5801988646881,META
2022-01-27 00:00:00,2023-02-06 00:00:00,130.21501940597744,101.44923483029258,76.79605659637875,-2209.098820313533,GOOGL
2024-08-09 00:00:00,2024-11-01 00:00:00,158.8650426416758,168.90814118013367,49.041003924689996,492.5236348405597,GOOGL
2025-03-03 00:00:00,2025-08-01 00:00:00,171.12214841870812,188.39802748181089,48.406503138675134,836.2648940914569,GOOGL
2026-04-01 00:00:00,2026-04-21 00:00:00,290.81171867517327,337.3196703892061,31.359429909373304,1458.4628520047318,GOOGL
2022-02-01 00:00:00,2022-08-17 00:00:00,43.317649435043336,24.105941030502322,230.8527847291305,-4435.076384592334,NFLX
2023-03-15 00:00:00,2023-05-22 00:00:00,29.265624950408935,36.517731298446655,190.15222209802516,1379.0041369705668,NFLX
2023-09-26 00:00:00,2023-11-14 00:00:00,38.30714219856262,44.85555935287476,181.26979340784095,1187.030224710522,NFLX
2024-08-07 00:00:00,2024-08-23 00:00:00,61.63780194282531,69.37829551315308,131.91511898219474,1021.0881303107008,NFLX
2025-12-15 00:00:00,2026-03-11 00:00:00,96.06800664138794,97.36129866027832,95.26632671335744,123.20718000738998,NFLX
2026-06-08 00:00:00,2026-07-10 00:00:00,81.70083366394043,73.33331774520875,113.52703358644652,-949.9392607409773,NFLX
2022-02-01 00:00:00,2022-08-08 00:00:00,116.808375,100.00996755981446,85.61029977516596,-1438.1166966996625,AMD
2022-10-04 00:00:00,2023-02-06 00:00:00,68.30413164138794,84.58768225479126,125.34942027009656,2041.1336293288805,AMD
2024-04-23 00:00:00,2024-07-12 00:00:00,151.7258188934326,181.92899427032472,69.8827464564646,2110.680847043486,AMD
2024-07-29 00:00:00,2025-05-16 00:00:00,141.26059744262693,118.0109646949768,90.00172737366752,-2092.5071080918988,AMD
2021-11-01 00:00:00,2022-01-14 00:00:00,45.52317346637888,50.846093471204334,219.66834116662574,1169.2770076226552,INTC
2022-06-16 00:00:00,2023-04-11 00:00:00,35.52809206161054,31.861117093782134,314.3787453672888,-1152.81898967915,INTC
2024-04-12 00:00:00,2024-07-12 00:00:00,36.32938829634073,33.54034944940887,275.7122673313057,-768.9722241626732,INTC
